age,gender,education,income,bureau_score,util_last_m1,util_last_m2,util_last_m3,util_current,loan_amt,loan_to_income_ratio,active_loans,default
46,female,university,1151,675,0.389,0.155,0.376,0.332,211,0.183,9,0
60,female,high school,1356,570,0.195,0.287,0.048,0.449,1943,1.433,1,0
29,male,high school,1386,649,0.174,0.281,0.186,0.078,1872,1.351,10,0
25,female,university,474,513,0.078,0.115,0.124,0,1398,2.949,2,0
52,female,university,1918,547,0.202,0.154,0.46,0.419,453,0.236,0,0
40,male,university,1300,528,0.268,0.639,0.243,0.339,1367,1.052,10,1
31,male,university,243,549,0.503,0.244,0.302,0.524,1585,6.523,5,1
35,male,university,917,707,0.411,0.22,0.444,0.168,636,0.694,7,0
52,male,university,1773,739,0.175,0.309,0.557,0.107,656,0.37,9,0
48,male,university,517,725,0.628,0.406,0.005,0.411,941,1.82,7,0
42,male,university,733,637,0.031,0.276,0.483,0.079,138,0.188,3,0
61,female,high school,1808,698,0.523,0.102,0.17,0.067,437,0.242,3,0
37,female,graduate school,1976,716,0.226,0.341,0.175,0.351,646,0.327,9,1
46,male,high school,1377,526,0.07,0.245,0.034,0,1391,1.01,0,0
64,male,graduate school,436,578,0.215,0.732,0.015,0.391,1434,3.289,5,0
27,female,graduate school,1092,595,0.201,0.477,0.413,0,1714,1.57,3,0
62,female,others,716,655,0.626,0.077,0.56,0.146,987,1.378,8,0
46,female,others,1444,636,0.258,0.28,0.306,0.312,740,0.512,1,0
45,male,graduate school,1533,570,0.128,0.348,0.158,0.119,674,0.44,7,0
30,male,university,1821,747,0.198,0.207,0.234,0.125,1366,0.75,6,0
65,female,graduate school,1400,579,0.278,0.474,0.131,0.034,476,0.34,7,0
39,male,university,1994,653,0.256,0.244,0.431,0.332,1549,0.777,1,0
31,male,high school,1443,726,0.75,0.181,0.359,0.773,806,0.559,9,0
33,male,others,237,580,0.102,0.397,0.118,0.234,1519,6.409,8,0
28,female,university,853,586,0.436,0.505,0.136,0.33,356,0.417,3,0
60,female,university,1654,507,0.384,0.475,0.119,0.425,1638,0.99,0,0
24,male,university,946,501,0.411,0.125,0.232,0,562,0.594,5,0
67,male,university,1426,722,0.132,0.225,0.199,0.335,497,0.349,3,0
51,male,others,1040,684,0.049,0.284,0.183,0.577,1985,1.909,1,1
48,male,high school,647,679,0.553,0.509,0.338,0.287,1331,2.057,0,0
31,male,university,1718,685,0.421,0.136,0.213,0.366,179,0.104,5,0
63,female,university,883,622,0.272,0.2,0.342,0.188,540,0.612,7,0
21,male,university,324,620,0.179,0.325,0.419,0.484,1643,5.071,2,0
69,male,graduate school,1288,595,0.363,0.438,0.136,0.389,66,0.051,9,0
67,male,high school,992,592,0.092,0.108,0.716,0.1,263,0.265,7,0
58,female,university,983,502,0.623,0.09,0.41,0.639,257,0.261,8,0
44,female,university,1467,635,0.736,0.358,0.364,0.556,1790,1.22,1,0
67,male,university,1750,686,0.433,0.227,0.396,0.212,568,0.325,3,0
51,female,high school,425,501,0.387,0.214,0.349,0.113,1443,3.395,5,0
61,female,graduate school,664,722,0.469,0.244,0.234,0.085,367,0.553,6,0
66,female,high school,842,689,0.386,0.231,0.854,0.495,962,1.143,3,0
46,female,high school,1930,614,0.185,0.581,0.489,0.451,1606,0.832,3,0
69,female,others,492,548,0.23,0.263,0.124,0,1552,3.154,6,0
25,female,university,920,600,0.327,0.633,0.373,0.435,1834,1.993,6,1
40,male,university,1604,647,0.247,0.179,0.145,0.047,1024,0.638,6,0
61,female,university,1848,528,0.261,0.331,0.103,0.083,625,0.338,4,0
31,female,university,955,644,0.061,0.474,0.321,0.227,92,0.096,3,0
53,male,graduate school,365,573,0.12,0.424,0.064,0.408,904,2.477,5,1
58,male,university,1926,604,0.117,0.529,0.436,0.793,1766,0.917,6,1
47,male,university,968,649,0.283,0.19,0.293,0.075,1242,1.283,9,0
54,male,high school,1441,505,0.135,0.244,0.327,0.228,543,0.377,8,0
35,female,graduate school,1206,561,0.126,0.615,0.431,0.254,1867,1.548,4,0
52,female,university,1070,734,0.293,0.192,0.067,0.294,783,0.732,5,0
41,female,high school,1498,725,0.202,0.134,0.127,0.049,1020,0.681,4,0
66,female,high school,1275,530,0.314,0.328,0.514,0.51,151,0.118,4,0
25,male,high school,1597,689,0.4,0.458,0.073,0.253,331,0.207,2,0
26,female,high school,1893,618,0.255,0.129,0.292,0.06,1325,0.7,0,0
58,female,others,1586,511,0.391,0.357,0.067,0.408,1655,1.044,1,1
42,male,university,766,511,0.104,0.07,0.225,0.347,1567,2.046,6,1
38,female,university,1237,690,0.385,0.17,0.224,0.336,628,0.508,10,1
34,female,graduate school,1563,643,0.173,0.227,0.185,0.128,676,0.433,3,0
30,female,graduate school,801,524,0.104,0.583,0.267,0.446,266,0.332,10,1
66,female,university,1762,649,0.452,0.35,0.258,0.545,1818,1.032,9,0
33,male,graduate school,1312,590,0.131,0.421,0.31,0.381,256,0.195,2,1
51,male,university,1104,587,0.22,0.55,0.271,0.293,812,0.736,3,0
50,male,graduate school,240,575,0.057,0.182,0.492,0.072,1900,7.917,7,0
23,male,graduate school,1527,744,0.562,0.309,0.166,0.275,582,0.381,6,0
50,male,others,1491,517,0.059,0.344,0.375,0.297,91,0.061,7,1
26,female,graduate school,1361,544,0.264,0.507,0.18,0.42,1143,0.84,0,1
49,female,high school,1229,610,0.236,0.119,0.459,0.339,1608,1.308,0,0
28,male,graduate school,441,579,0.543,0.557,0.026,0.246,1514,3.433,3,0
64,male,others,361,567,0.419,0.152,0.265,0.425,1960,5.429,8,1
65,male,high school,1218,639,0.247,0.509,0.129,0.394,358,0.294,5,1
63,female,university,891,676,0.425,0.213,0.205,0.456,815,0.915,1,0
64,male,university,1008,660,0.327,0.424,0.4,0.553,1967,1.951,3,1
53,female,graduate school,1178,713,0.436,0.026,0.049,0.339,509,0.432,3,0
37,female,others,717,690,0.287,0.295,0.011,0.381,716,0.999,8,0
68,female,high school,1097,517,0.559,0.256,0.321,0.356,1007,0.918,4,0
31,female,high school,982,553,0.22,0.099,0.461,1.017,256,0.261,5,1
33,male,university,1624,611,0.06,0.521,0.145,0.203,249,0.153,2,0
31,female,university,983,596,0.253,0.373,0.321,0.506,1866,1.898,8,0
51,female,high school,1379,526,0.271,0.201,0.255,0.582,1756,1.273,3,1
48,male,university,284,733,0.324,0.118,0.613,0.397,1761,6.201,8,0
64,female,university,1935,710,0.067,0.198,0.218,0.183,1902,0.983,3,0
26,female,graduate school,1233,739,0.242,0.371,0.183,0.461,1476,1.197,1,1
61,female,others,337,577,0.103,0.511,0.122,0,1108,3.288,5,0
36,male,graduate school,953,652,0.16,0.559,0.275,0.322,1094,1.148,7,0
24,female,university,1105,661,0.358,0.487,0.452,0.514,1603,1.451,4,1
55,female,university,912,587,0.628,0.263,0.668,0.725,1550,1.7,1,1
68,male,high school,355,729,0.152,0.105,0.246,0.036,908,2.558,0,0
46,male,university,607,687,0.181,0.247,0.281,0.4,345,0.568,4,1
32,female,university,986,553,0.344,0.285,0.359,0.324,1147,1.163,3,0
31,female,graduate school,1448,586,0.429,0.081,0.297,0.707,1254,0.866,9,1
57,male,high school,779,504,0.348,0.317,0.164,0.458,1334,1.712,8,1
45,female,others,1407,735,0.151,0.494,0.216,0.811,455,0.323,3,1
38,male,high school,1418,622,0.524,0.05,0.016,0.123,169,0.119,6,0
39,female,university,753,663,0.572,0.599,0.478,0.361,233,0.309,5,0
43,male,others,595,553,0.471,0.052,0.237,0.123,959,1.612,1,0
58,female,university,1886,715,0.703,0.405,0.517,0.267,1753,0.929,3,0
38,male,university,1819,663,0.401,0.638,0.243,0.317,1330,0.731,2,1
46,male,university,1357,696,0.498,0.29,0.612,0.616,1534,1.13,5,0
26,male,university,1532,538,0.069,0.653,0.419,0.246,1484,0.969,10,0
24,male,high school,1009,697,0.277,0.063,0.556,0.319,1506,1.493,6,0
64,male,university,1161,608,0.286,0.254,0.307,0.255,673,0.58,4,1
49,female,university,741,727,0.176,0.164,0.522,0.05,363,0.49,5,0
54,female,university,1232,736,0.166,0.243,0.532,0.785,1666,1.352,3,1
37,male,graduate school,1186,631,0.614,0.377,0.08,0.303,505,0.426,6,0
63,female,university,369,573,0.086,0.452,0.19,0.441,653,1.77,3,0
63,female,university,489,743,0.244,0.628,0.48,0.516,331,0.677,2,0
36,female,graduate school,1391,564,0.092,0.305,0.168,0,837,0.602,8,0
22,female,university,1567,712,0.139,0.127,0.288,0,388,0.248,2,0
54,female,university,1720,667,0.346,0.529,0.226,0.398,1215,0.706,6,1
28,female,high school,1368,730,0.223,0.059,0.376,0.109,803,0.587,4,0
33,male,university,1636,536,0.131,0.451,0.526,0.621,683,0.417,2,1
62,female,high school,939,566,0.119,0.494,0.465,0,1738,1.851,10,0
28,female,others,787,610,0.17,0.051,0.064,0.301,1237,1.572,4,1
50,female,high school,934,658,0.396,0.47,0.645,0.419,205,0.219,7,1
52,male,university,1912,718,0.684,0.179,0.318,0.006,569,0.298,1,0
56,female,university,656,708,0.374,0.248,0.547,0.283,1378,2.101,4,0
67,female,others,900,624,0.278,0.438,0.169,0.39,1298,1.442,0,1
50,female,university,1178,586,0.118,0.333,0.456,0.216,1847,1.568,6,0
21,male,university,1525,704,0.141,0.371,0.353,0.368,1802,1.182,7,0
63,female,university,245,546,0.055,0.19,0.441,0.56,306,1.249,7,1
59,male,graduate school,1240,654,0.124,0.321,0.056,0.611,175,0.141,6,1
37,female,others,1801,678,0.412,0.369,0.087,0.15,911,0.506,8,0
40,male,university,1583,647,0.5,0.416,0.512,0.7,1206,0.762,0,1
44,male,university,1484,737,0.291,0.394,0.424,0.334,634,0.427,4,0
42,male,university,1346,744,0.347,0.196,0.201,0,441,0.328,0,0
49,female,university,430,512,0.372,0.462,0.287,0.083,393,0.914,9,0
42,male,graduate school,1149,690,0.393,0.176,0.344,0.308,1034,0.9,6,0
64,male,university,836,543,0.337,0.387,0.086,0.481,1448,1.732,10,1
29,male,high school,311,651,0.48,0.097,0.156,0.109,1242,3.994,1,0
57,male,university,792,624,0.158,0.211,0.206,0.168,121,0.153,1,0
30,female,high school,1469,618,0.135,0.16,0.692,0.372,407,0.277,7,1
56,female,university,1058,732,0.345,0.332,0.409,0,1798,1.699,7,0
57,female,university,590,630,0.21,0.261,0.273,0.356,1732,2.936,0,1
48,female,graduate school,591,625,0.099,0.197,0.298,0.359,1076,1.821,8,1
48,male,university,527,734,0.198,0.22,0.095,0.357,344,0.653,9,1
62,female,high school,1438,637,0.151,0.317,0.266,0.328,1601,1.113,9,0
63,male,high school,946,692,0.407,0.32,0.109,0.29,1138,1.203,9,1
41,female,university,566,548,0.117,0.127,0.025,0.127,1915,3.383,9,0
44,female,university,281,623,0.125,0.613,0.343,0.574,247,0.879,9,1
62,female,high school,1005,685,0.413,0.231,0.24,0.317,1398,1.391,1,0
60,male,university,1021,704,0.152,0.219,0.32,0.39,1346,1.318,10,0
22,female,graduate school,1299,577,0.151,0.699,0.176,0.343,326,0.251,8,0
28,female,others,1750,724,0.572,0.225,0.218,0.589,1422,0.813,2,1
68,female,university,1955,629,0.47,0.014,0.229,0.191,879,0.45,0,0
47,male,others,1726,693,0.046,0.505,0.313,0.56,976,0.565,2,0
42,female,university,1965,602,0.194,0.378,0.167,0,180,0.092,9,0
57,female,high school,1151,604,0.082,0.4,0.093,0.254,1367,1.188,9,1
47,male,university,1702,619,0.645,0.344,0.224,0.652,1517,0.891,8,1
49,male,university,571,530,0.172,0.213,0.539,0.406,1165,2.04,1,0
23,female,university,1488,567,0.61,0.376,0.039,0.437,1037,0.697,2,1
64,female,university,463,725,0.454,0.428,0.203,0.482,754,1.629,8,1
33,female,graduate school,309,710,0.452,0.391,0.084,0.335,1405,4.547,5,0
65,male,university,506,749,0.388,0.179,0.3,0.235,705,1.393,1,0
30,male,graduate school,1423,536,0.389,0.394,0.177,0.428,1418,0.996,4,1
56,male,high school,425,700,0.211,0.509,0.332,0.48,1923,4.525,10,0
29,female,university,384,523,0.19,0.125,0.211,0.032,185,0.482,0,0
47,male,graduate school,1163,704,0.259,0.711,0.207,0.534,887,0.763,9,0
54,female,graduate school,230,543,0.27,0.158,0.092,0.162,996,4.33,4,1
21,male,graduate school,813,721,0.449,0.184,0.524,0.212,1507,1.854,8,1
52,male,university,1994,582,0.76,0.648,0.142,0.738,1530,0.767,10,0
45,male,graduate school,298,540,0.172,0.492,0.178,0.371,963,3.232,0,0
49,female,high school,1562,701,0.306,0.237,0.685,0.621,271,0.173,9,0
27,female,graduate school,1010,678,0.276,0.337,0.043,0.122,1669,1.652,3,0
69,female,university,1489,541,0.643,0.041,0.074,0.551,259,0.174,8,0
23,female,high school,851,607,0.144,0.04,0.384,0.191,1814,2.132,1,0
40,male,high school,1013,705,0.086,0.643,0.409,0.525,1358,1.341,7,0
40,female,graduate school,1573,539,0.33,0.248,0.292,0.14,764,0.486,4,0
50,male,high school,1219,547,0.298,0.362,0.166,0.407,1539,1.263,8,0
55,female,university,1177,612,0.141,0.161,0.369,0.357,1874,1.592,0,1
55,female,high school,1951,583,0.498,0.233,0.599,0.407,308,0.158,6,0
69,male,university,1767,503,0.322,0.138,0.218,0.037,1445,0.818,3,0
59,male,university,1680,729,0.102,0.317,0.384,0.404,397,0.236,9,0
47,female,others,287,607,0.151,0.058,0.326,0.401,1462,5.094,3,1
46,female,university,1286,559,0.199,0.056,0.633,0.072,1644,1.278,2,0
34,male,university,1121,613,0.27,0.27,0.297,0.295,309,0.276,7,1
37,male,university,1610,666,0.101,0.201,0.232,0.296,1731,1.075,6,0
38,male,graduate school,1682,504,0.106,0.515,0.367,0.134,204,0.121,1,0
65,male,graduate school,785,605,0.472,0.455,0.064,0.642,707,0.901,1,1
49,male,graduate school,1017,723,0.209,0.596,0.184,0.536,755,0.742,9,0
40,female,university,1131,505,0.437,0.451,0.067,0.464,183,0.162,7,0
47,female,university,1859,513,0.226,0.176,0.287,0.313,1313,0.706,4,0
38,female,university,1492,697,0.449,0.325,0.165,0.197,811,0.544,4,0
24,female,graduate school,996,625,0.117,0.08,0.589,0.21,916,0.92,10,0
21,male,university,1218,705,0.419,0.474,0.229,0.081,1540,1.264,4,0
21,male,others,1212,639,0.289,0.522,0.321,0.255,1806,1.49,10,0
46,male,university,1172,561,0.346,0.359,0.077,0.355,1340,1.143,8,0
65,female,university,832,526,0.05,0.383,0.262,0.276,1495,1.797,10,0
40,male,high school,545,553,0.202,0.118,0.059,0.027,1266,2.323,6,0
43,male,high school,923,589,0.255,0.184,0.2,0.252,1260,1.365,4,0
30,female,university,1100,511,0.49,0.311,0.105,0.43,1895,1.723,7,1
31,female,high school,1883,635,0.142,0.396,0.578,0.203,582,0.309,8,0
61,female,university,1301,573,0.062,0.044,0.355,0.46,1300,0.999,10,1
61,male,high school,1588,643,0.14,0.148,0.375,0.213,682,0.429,2,0
25,male,university,1237,679,0.107,0.328,0.135,0.232,1337,1.081,0,1
21,female,university,335,525,0.471,0.02,0.441,0.271,1652,4.931,2,1
37,female,graduate school,1527,635,0.662,0.551,0.096,0.478,1728,1.132,8,0
42,male,high school,596,732,0.599,0.245,0.298,0,166,0.279,8,0
54,female,university,991,544,0.608,0.425,0.545,0.464,1666,1.681,10,1
65,male,university,278,720,0.106,0.21,0.254,0.028,1830,6.583,2,0
61,female,university,1978,583,0.26,0.64,0.365,0.483,1967,0.994,1,0
49,female,others,904,708,0.154,0.458,0.42,0.325,909,1.006,1,1
24,female,high school,1181,646,0.464,0.479,0.517,0.304,547,0.463,8,0
25,male,university,1641,644,0.124,0.194,0.224,0.047,238,0.145,2,0
31,male,university,1465,602,0.31,0.303,0.465,0.267,1045,0.713,8,0
41,female,university,1274,623,0.081,0.278,0.3,0.292,356,0.279,3,0
55,male,university,943,692,0.213,0.316,0.562,0.481,474,0.503,1,1
32,female,others,1994,622,0.034,0.071,0.62,0.018,255,0.128,8,0
46,female,graduate school,583,615,0.059,0.075,0.214,0.337,1953,3.35,2,1
39,male,university,574,656,0.08,0.525,0.257,0.375,809,1.409,1,0
65,male,university,1953,513,0.189,0.181,0.224,0.126,194,0.099,0,0
27,male,university,405,516,0.503,0.487,0.034,0.248,1703,4.205,6,0
67,male,university,688,512,0.264,0.157,0.207,0.281,472,0.686,9,0
27,female,university,1604,592,0.144,0.311,0.113,0.351,1605,1.001,7,0
46,male,graduate school,1080,725,0.056,0.717,0.238,0.664,1368,1.267,2,1
60,male,university,1534,718,0.115,0.348,0.213,0.269,1271,0.829,6,0
25,female,university,1598,562,0.237,0.026,0.178,0.423,1527,0.956,9,1
41,female,graduate school,831,737,0.023,0.297,0.179,0.388,126,0.152,0,0
34,female,graduate school,791,532,0.238,0.293,0.288,0.471,1748,2.21,8,1
24,female,high school,1265,528,0.111,0.365,0.076,0.221,1428,1.129,9,0
43,male,university,732,536,0.311,0.043,0.322,0.271,1439,1.966,5,0
62,male,university,721,602,0.302,0.408,0.409,0.545,204,0.283,2,1
40,female,high school,1024,710,0.122,0.165,0.72,0.28,849,0.829,5,0
35,female,university,1376,673,0.431,0.382,0.499,0.781,659,0.479,0,1
65,male,university,1535,523,0.262,0.37,0.086,0.4,820,0.534,4,0
49,male,university,1517,641,0.41,0.309,0.223,0.042,1784,1.176,9,0
28,male,university,797,738,0.272,0.274,0.328,0.175,1875,2.353,8,0
61,male,university,312,728,0.241,0.194,0.178,0.36,710,2.276,3,0
68,male,university,1924,632,0.054,0.486,0.429,0.608,206,0.107,3,1
39,female,high school,1335,624,0.59,0.061,0.315,0.615,1333,0.999,10,1
68,female,high school,1398,552,0.104,0.553,0.654,0.463,1525,1.091,2,0
59,female,graduate school,1525,587,0.381,0.413,0.444,0.454,1944,1.275,2,1
66,female,graduate school,1739,597,0.246,0.27,0.203,0.299,690,0.397,1,0
48,male,university,933,613,0.35,0.314,0.339,0.595,208,0.223,3,1
66,female,university,1444,594,0.444,0.259,0.049,0.067,478,0.331,8,0
47,male,graduate school,1394,657,0.505,0.136,0.271,0.468,386,0.277,3,1
24,male,high school,517,687,0.24,0.285,0.434,0.682,376,0.727,4,1
35,male,university,1195,619,0.326,0.2,0.212,0.424,1954,1.635,3,1
55,male,others,412,572,0.105,0.328,0.171,0.134,1073,2.604,9,0
57,male,high school,452,718,0.231,0.051,0.592,0.358,605,1.338,7,0
21,male,high school,323,655,0.182,0.451,0.333,0.536,1365,4.226,8,1
23,male,university,1863,605,0.223,0.131,0.119,0.03,1606,0.862,5,0
67,female,university,1436,525,0.375,0.149,0.149,0.094,328,0.228,4,0
44,male,university,823,517,0.51,0.164,0.254,0,766,0.931,9,0
47,female,graduate school,1308,663,0.121,0.122,0.114,0.408,1051,0.804,3,1
60,female,university,1739,635,0.302,0.175,0.133,0.355,83,0.048,8,1
56,male,university,1288,645,0.016,0.262,0.271,0.326,1429,1.109,3,1
54,male,graduate school,1541,711,0.284,0.24,0.201,0.158,758,0.492,1,0
49,female,university,1569,557,0.268,0.444,0.682,0.196,149,0.095,8,1
44,female,high school,1855,659,0.332,0.203,0.427,0.168,848,0.457,8,0
44,female,graduate school,1466,592,0.331,0.38,0.227,0.118,1341,0.915,5,1
62,female,graduate school,1097,548,0.661,0.316,0.307,0.705,1055,0.962,0,1
24,male,university,1360,675,0.195,0.225,0.168,0,795,0.585,1,0
23,male,others,446,709,0.11,0.233,0.316,0.236,973,2.182,9,0
54,male,university,640,570,0.363,0.481,0.331,0.391,481,0.752,6,1
69,female,graduate school,244,564,0.386,0.424,0.043,0.52,845,3.463,0,1
43,male,university,857,719,0.176,0.195,0.151,0,1848,2.156,5,0
43,female,others,1079,532,0.126,0.333,0.594,0.002,1747,1.619,8,0
65,male,high school,1911,549,0.894,0.167,0.145,1.008,263,0.138,5,0
25,female,university,1216,503,0.12,0.453,0.23,0.351,1707,1.404,10,0
51,male,university,753,618,0.296,0.378,0.091,0.02,868,1.153,6,0
61,male,university,1008,583,0.223,0.347,0.279,0.409,421,0.418,3,0
26,female,graduate school,1170,616,0.28,0.436,0.281,0.027,649,0.555,10,0
57,female,university,1312,743,0.458,0.211,0.164,0.303,255,0.194,9,0
30,female,high school,929,663,0.411,0.276,0.112,0.629,1665,1.792,0,1
60,female,others,1220,748,0.227,0.274,0.284,0.02,572,0.469,10,0
27,female,university,1153,722,0.139,0.124,0.401,0.309,1551,1.345,0,1
59,male,graduate school,1451,601,0.195,0.232,0.11,0.119,343,0.236,7,1
58,female,university,1514,655,0.035,0.16,0.652,0.075,219,0.145,4,0
41,male,high school,1645,630,0.407,0.209,0.201,0.055,1208,0.734,6,0
40,male,high school,1290,505,0.096,0.247,0.098,0.109,863,0.669,8,0
23,male,graduate school,1474,672,0.228,0.496,0.286,0.481,606,0.411,2,1
42,male,university,1264,522,0.083,0.347,0.22,0.174,1204,0.953,5,0
67,male,university,298,634,0.253,0.156,0.613,0.126,384,1.289,5,0
24,female,university,1529,619,0.168,0.211,0.349,0.23,746,0.488,5,0
48,female,high school,1071,560,0.497,0.363,0.206,0,418,0.39,0,0
32,male,university,1679,599,0.055,0.285,0.395,0,1231,0.733,10,0
58,male,high school,1814,564,0.187,0.197,0.172,0.394,1836,1.012,9,1
56,female,university,500,633,0.584,0.216,0.091,0.095,304,0.608,8,1
67,female,high school,1422,523,0.563,0.139,0.256,0.536,1682,1.183,8,1
61,male,university,1882,536,0.334,0.25,0.557,0.852,1302,0.692,7,1
25,female,high school,687,544,0.086,0.164,0.545,0.304,1381,2.01,8,0
33,female,university,1329,678,0.163,0.089,0.083,0.159,1282,0.965,2,0
43,female,university,1624,599,0.669,0.581,0.413,0.702,871,0.536,4,1
50,male,university,1928,715,0.333,0.287,0.164,0.275,865,0.449,8,1
57,female,university,1204,601,0.399,0.053,0.339,0.488,1925,1.599,9,0
45,male,university,676,672,0.436,0.52,0.436,0.564,1746,2.583,3,1
68,male,university,1345,562,0.215,0.27,0.173,0.264,652,0.485,7,1
47,male,others,1300,528,0.447,0.056,0.2,0.195,1221,0.939,6,1
34,male,graduate school,1535,600,0.436,0.314,0.094,0.686,1683,1.096,2,1
68,male,high school,1335,608,0.074,0.185,0.103,0,1334,0.999,0,0
67,female,others,1060,595,0.429,0.291,0.144,0.675,1585,1.495,0,1
56,male,graduate school,1008,652,0.16,0.422,0.165,0.335,259,0.257,9,0
59,male,university,1905,509,0.132,0.181,0.115,0.032,260,0.136,3,0
36,male,university,717,534,0.139,0.1,0.086,0,1713,2.389,6,0
42,female,graduate school,1420,554,0.316,0.358,0.098,0.221,1303,0.918,1,0
41,female,university,1321,652,0.452,0.347,0.177,0.526,450,0.341,5,1
41,female,others,658,718,0.159,0.171,0.206,0.334,1032,1.568,5,1
28,female,graduate school,429,672,0.516,0.087,0.06,0.199,412,0.96,5,0
69,female,university,1391,595,0.307,0.305,0.26,0.1,1952,1.403,2,0
36,female,university,207,622,0.499,0.574,0.033,0.052,563,2.72,6,0
51,female,high school,1395,511,0.201,0.211,0.399,0.248,1949,1.397,1,0
62,male,graduate school,1583,503,0.228,0.681,0.052,0.349,1993,1.259,1,0
30,male,university,394,605,0.296,0.569,0.135,0.617,228,0.579,0,1
52,female,university,1492,589,0.609,0.294,0.144,0,1322,0.886,10,0
54,male,university,1242,566,0.069,0.658,0.451,0.587,1965,1.582,5,1
29,male,others,553,644,0.253,0.195,0.335,0.409,1889,3.416,10,1
37,female,high school,1272,700,0.145,0.426,0.318,0.171,1629,1.281,7,0
31,male,graduate school,663,720,0.224,0.346,0.207,0,434,0.655,10,0
52,male,university,555,564,0.089,0.608,0.432,0.417,1893,3.411,3,1
30,female,university,1049,581,0.043,0.184,0.132,0.433,1863,1.776,3,1
42,male,university,1173,604,0.189,0.374,0.466,0,703,0.599,6,0
37,female,university,1381,680,0.264,0.218,0.566,0.741,921,0.667,7,1
24,female,university,265,583,0.028,0.418,0.03,0.533,1662,6.272,1,0
68,male,university,1058,684,0.31,0.446,0.586,0.489,1661,1.57,4,0
67,male,others,770,604,0.579,0.486,0.227,0.181,1784,2.317,2,0
45,male,graduate school,507,725,0.396,0.47,0.254,0.54,883,1.742,7,0
41,female,others,1560,614,0.389,0.163,0.186,0,934,0.599,0,1
57,female,university,1894,527,0.114,0.49,0.209,0.041,1396,0.737,6,0
58,female,university,982,739,0.22,0.051,0.387,0.361,857,0.873,10,1
69,male,high school,320,726,0.173,0.364,0.056,0.249,1237,3.866,5,0
21,male,university,965,515,0.087,0.088,0.083,0,1834,1.901,1,0
45,female,university,1627,520,0.34,0.131,0.065,0.333,766,0.471,5,0
56,male,university,972,576,0.028,0.434,0.54,0.415,813,0.836,7,1
37,male,university,1870,726,0.486,0.113,0.533,0.274,363,0.194,0,0
61,female,others,1791,541,0.207,0.151,0.201,0.117,1112,0.621,7,0
44,female,high school,295,553,0.11,0.194,0.309,0.162,1807,6.125,9,0
22,male,graduate school,1337,531,0.141,0.304,0.504,0,157,0.117,0,0
60,female,graduate school,1186,613,0.182,0.082,0.486,0.427,1557,1.313,8,0
35,male,university,1652,537,0.206,0.314,0.52,0.467,1494,0.904,0,1
52,female,graduate school,739,697,0.274,0.352,0.172,0.175,1471,1.991,7,0
59,female,university,201,613,0.256,0.046,0.192,0.176,1393,6.93,7,0
26,female,graduate school,1435,729,0.145,0.267,0.022,0.083,1611,1.123,9,0
21,male,university,779,665,0.207,0.403,0.073,0.466,1952,2.506,8,1
67,male,graduate school,1863,681,0.28,0.627,0.274,0.252,824,0.442,9,0
43,female,university,532,687,0.128,0.066,0.377,0.324,653,1.227,9,0
59,female,university,1247,704,0.26,0.229,0.222,0.151,1465,1.175,3,0
37,female,university,1988,609,0.142,0.316,0.14,0.323,1536,0.773,2,1
54,male,others,1591,744,0.18,0.553,0.178,0.216,566,0.356,3,0
61,female,high school,941,602,0.117,0.173,0.427,0.187,274,0.291,7,0
49,female,university,705,576,0.008,0.276,0.273,0,1821,2.583,3,0
29,female,graduate school,1199,674,0.073,0.402,0.111,0.276,1322,1.103,8,0
33,female,high school,1399,639,0.2,0.204,0.228,0.126,85,0.061,2,0
26,male,others,1652,552,0.384,0.488,0.395,0.565,1186,0.718,4,0
26,male,high school,932,660,0.177,0.349,0.325,0.556,1516,1.627,7,1
40,female,graduate school,1665,655,0.237,0.307,0.239,0.293,682,0.41,7,1
23,male,others,1771,620,0.159,0.103,0.373,0,1557,0.879,0,0
37,male,university,713,502,0.253,0.03,0.151,0.003,1327,1.861,6,0
69,male,high school,1094,709,0.212,0.111,0.183,0.369,436,0.399,4,0
32,female,others,560,653,0.019,0.157,0.35,0.264,623,1.112,3,0
68,male,university,473,553,0.195,0.121,0.298,0.031,1991,4.209,0,0
67,male,others,376,539,0.097,0.179,0.151,0.432,1991,5.295,3,1
65,male,university,1487,693,0.435,0.145,0.097,0.428,785,0.528,2,0
21,female,others,1409,567,0.396,0.339,0.29,0.538,1495,1.061,0,1
37,female,university,726,613,0.189,0.115,0.076,0.065,1635,2.252,8,0
23,male,others,1112,719,0.563,0.162,0.287,0.821,1544,1.388,6,1
46,male,graduate school,478,719,0.187,0.702,0.306,0.389,742,1.552,6,0
35,female,high school,905,716,0.263,0.325,0.085,0.349,169,0.187,1,1
56,female,university,1421,717,0.585,0.255,0.363,0.438,1717,1.208,10,1
52,male,university,1572,736,0.143,0.037,0.188,0,256,0.163,6,0
52,male,university,1644,674,0.175,0.461,0.253,0.201,798,0.485,3,0
24,female,high school,1528,629,0.143,0.267,0.336,0.333,1094,0.716,3,0
38,female,graduate school,263,541,0.378,0.458,0.595,0.678,1093,4.156,8,1
69,male,university,489,661,0.248,0.043,0.303,0,1285,2.628,3,0
39,female,university,217,593,0.245,0.217,0.256,0.175,810,3.733,2,0
63,male,others,263,648,0.103,0.575,0.06,0.469,1446,5.498,4,1
55,male,graduate school,529,735,0.382,0.59,0.241,0.197,1063,2.009,5,0
